vin,color,brand,model,engine,transmission,mileage,price,sale,dealer,owner
2280,Dark Blue,Honda,Concerto,W,Standard,2228,81913,223,16,310
2281,Blue,Fiat,X1/9,Inine,Standard,59893,46781,807,5,294
2282,Yellow,Ferrari,196,V8,Automatic,404,99070,647,29,62
2283,Beige,Mazda,MPV,Diesel,Standard,54929,145416,229,12,372
2284,White,Chevrolet,G2500,Electric,Standard,68424,123806,,10,
2285,Light Grey,Mercedes Benz,Vaneo,Petrol,Automatic,44608,22106,735,29,153
2286,Dark Blue,Subaru,XT,Inine,Standard,57665,148816,277,4,458
2287,Dark Grey,Mercedes Benz,V-Class,V6,Standard,30574,93651,625,16,103
2288,White,Suzuki,Ignis,Electric,Standard,14446,132682,527,23,233
2289,Dark Blue,BMW,545,V6,Automatic,47060,29584,794,10,165
2290,Purple,BMW,328,V8,Automatic,62049,25248,573,5,37
2291,Pearl,Chevrolet,Biscayne,Diesel,Standard,74536,44757,,23,
2292,Grey,Kia,Rio,Diesel,Standard,8118,33112,610,24,494
2293,Red,Honda,Prelude,Petrol,Automatic,24545,55811,,28,
2294,Pearl,Maserati,3500 GT,Inine,Automatic,62752,71071,590,16,143
2295,Grey,Maserati,Merak,Inine,Standard,73016,143234,,18,
2296,Blue,Pontiac,Grand LeMans,Diesel,Standard,56688,14667,829,5,340
2297,Pearl,Fiat,130,Electric,Standard,68584,46865,,15,
2298,Blue,Chevrolet,Colorado,W,Standard,55744,123558,925,13,228
2299,White,BMW,645,V6,Standard,72690,93089,654,1,203
2300,Red,Ferrari,308,V6,Automatic,37200,135518,813,17,23
2301,Grey,Audi,S4,Electric,Standard,63914,85056,,2,
2302,Dark Green,Renault,Medaillon,Diesel,Automatic,50571,127400,790,17,191
2303,Light Grey,Ferrari,335,W,Standard,41523,30230,3,13,215
2304,Light Grey,Nissan,Skyline,V6,Automatic,63221,123375,,12,
2305,Pearl,Renault,Fuego,Inine,Standard,31537,131980,218,4,187
2306,Dark Green,Suzuki,Alto,Inine,Standard,17803,93464,17,0,398
2307,Dark Grey,Honda,S2000,Diesel,Automatic,55554,86706,581,5,202
2308,Grey,Volkswagen,Multivan,V8,Automatic,2497,13354,920,10,51
2309,Dark Grey,Renault,Avantime,Petrol,Automatic,37751,6130,770,10,30
2310,Light Grey,Fiat,Strada,Petrol,Automatic,18882,8295,760,5,385
2311,Dark Green,BMW,535,Petrol,Automatic,51912,78197,,29,
2312,Light Grey,Audi,Coupé 20V,W,Standard,11989,138439,468,21,470
2313,Beige,Porsche,911,Diesel,Automatic,11969,71881,33,19,173
2314,White,Renault,12,W,Standard,69307,31277,44,11,91
2315,White,Honda,Fit,W,Standard,20152,123709,417,26,277
2316,Dark Green,GMC,Typhoon,W,Automatic,47762,85641,276,26,22
2317,Blue,Fiat,Punto Grande,V8,Standard,61963,94873,160,16,160
2318,Purple,Mercedes Benz,C320,Petrol,Standard,16971,2836,811,25,362
2319,Pearl,GMC,Canyon,Diesel,Automatic,29354,12092,,4,
2320,Dark Blue,Lexus,IS 250,Petrol,Automatic,30905,85409,521,2,406
2321,Grey,Mercedes Benz,123,W,Standard,57394,104606,,13,
2322,Pearl,Chevrolet,Uplander,Electric,Standard,72996,117009,37,21,435
2323,Yellow,Lexus,LX 470,Diesel,Standard,11079,148683,266,7,303
2324,Grey,Fiat,Panda,Electric,Standard,41068,147299,595,10,397
2325,Purple,Audi,TT,Petrol,Automatic,36655,142573,68,13,225
2326,Purple,Fiat,Marea,Petrol,Automatic,3524,133841,289,2,206
2327,Yellow,Mazda,6 Sport Wagon,Electric,Automatic,64969,54068,874,28,110
2328,Yellow,Suzuki,Liana,Electric,Standard,5175,146597,699,14,272
2329,Grey,Kia,Joice,V6,Standard,55484,52597,373,27,176
2330,Orange,Chevrolet,Lumina APV,V8,Automatic,14745,26266,,4,
2331,Red,Alfa Romeo,Alfetta,V8,Automatic,61271,123770,236,20,153
2332,Yellow,BMW,Z8,Diesel,Standard,44765,13790,817,24,247
2333,White,Volkswagen,Rabbit,W,Automatic,25149,24353,546,24,452
2334,Dark Grey,Ford,F-750,Electric,Standard,8935,143478,343,18,490
2335,Dark Grey,Kia,Amanti,W,Automatic,18496,120792,803,0,237
2336,Dark Blue,Chevrolet,Vega,V6,Standard,33154,82556,258,2,103
2337,Grey,Suzuki,Reno,V8,Automatic,21019,46506,876,12,48
2338,Dark Green,Porsche,901,Electric,Standard,35348,149605,279,29,311
2339,Green,Peugeot,504,V6,Standard,3937,106516,859,20,240
2340,Beige,Jaguar,Super V8,Diesel,Automatic,63749,94971,161,23,130
2341,Pearl,Hyundai,Santa Fe,Diesel,Automatic,24624,73423,882,17,217
2342,Light Grey,Nissan,Pulsar,Diesel,Standard,67982,106529,835,9,56
2343,Dark Blue,Fiat,Doblò,W,Standard,63557,61113,672,8,14
2344,Red,Hyundai,Stellar,Diesel,Standard,72268,42831,960,9,164
2345,Purple,Pontiac,Bonneville,W,Automatic,17949,137477,546,24,452
2346,Green,Mazda,Xedos 9,V6,Automatic,36079,83006,366,25,102
2347,Dark Blue,Chevrolet,Malibu Maxx,Diesel,Automatic,30038,64845,845,12,302
2348,Black,Alfa Romeo,Guiletta,W,Standard,44890,102087,286,29,208
2349,Dark Blue,Audi,80 Cabriolet,Diesel,Standard,31499,75877,106,19,21
2350,Purple,Nissan,NX,V6,Standard,44570,124998,682,13,479
2351,Dark Blue,Maserati,430,V6,Automatic,21020,87493,615,21,213
2352,Blue,Honda,Element,W,Automatic,19746,114337,334,4,126
2353,Purple,Suzuki,Grand Vitara,V8,Automatic,44018,57302,521,2,406
2354,Light Grey,Mazda,626 Cronos,V8,Automatic,30287,121939,274,5,301
2355,Beige,Hyundai,Scoupe,V8,Automatic,73736,23915,,18,
2356,Purple,Nissan,Almera Tino,Inine,Standard,40983,136885,525,8,311
2357,Dark Grey,Lexus,RX 300,V6,Standard,46274,75643,763,25,219
2358,White,GMC,Sierra,Inine,Automatic,17323,107593,226,14,281
2359,Blue,Porsche,Spyder,Electric,Standard,55292,78023,917,29,133
2360,Dark Blue,Subaru,DL,V8,Automatic,48056,104736,,8,
2361,Dark Green,Volkswagen,Dasher,W,Automatic,26071,16489,735,29,153
2362,Orange,Volkswagen,Caddy Pickup,Diesel,Standard,55119,15244,873,3,186
2363,Dark Grey,Jaguar,Super V8,Petrol,Standard,26809,44182,60,7,452
2364,Black,Alfa Romeo,147,Inine,Standard,38243,106178,,28,
2365,Beige,Mazda,Truck (B-series),Diesel,Standard,32330,52119,201,1,331
2366,Yellow,Hyundai,Entourage,Inine,Automatic,57472,101507,800,2,265
2367,Light Grey,Renault,12,Diesel,Automatic,3960,4839,849,24,306
2368,Dark Blue,Alfa Romeo,75,Electric,Standard,15250,62835,367,4,150
2369,Pearl,Kia,Amanti,W,Automatic,64692,97260,792,21,284
2370,Dark Grey,Mazda,Navajo,Electric,Automatic,42925,120122,655,23,33
2371,Dark Green,Volkswagen,Touareg,Electric,Standard,4187,14261,,23,
2372,Yellow,Audi,TT,Inine,Automatic,17429,109085,,22,
2373,Beige,Kia,Shuma,V6,Automatic,61375,69460,293,26,35
2374,Dark Grey,Honda,MDX,Inine,Automatic,27098,7335,118,1,304
2375,Orange,Renault,25,Diesel,Automatic,53508,138498,881,2,173
2376,Dark Green,Ferrari,735,Diesel,Automatic,71460,144895,766,16,420
2377,Pearl,Chevrolet,HHR,V6,Standard,16142,44394,757,3,47
2378,Purple,Maserati,Ghibli,V6,Standard,38612,57153,101,8,270
2379,Beige,Subaru,G3X Justy,Petrol,Standard,15595,7185,975,16,25
2380,Pearl,Nissan,Skyline,V6,Automatic,49536,49908,409,9,75
2381,Dark Blue,Pontiac,Grand Prix,Petrol,Standard,38860,75167,125,18,360
2382,Beige,Kia,Shuma II,Inine,Standard,38564,31842,821,26,37
2383,Beige,Porsche,914,W,Standard,21596,89133,761,19,332
2384,Purple,Ford,Sierra,Diesel,Standard,13268,132451,569,23,96
2385,White,Kia,Mentor,Petrol,Standard,6467,149435,,18,
2386,Green,Honda,Logo,W,Automatic,1850,40359,696,28,85
2387,Pearl,Ferrari,735,V8,Standard,15081,17523,429,21,463
2388,Purple,Audi,4000,Diesel,Automatic,7205,24354,,3,
2389,Grey,Suzuki,Wagon,Electric,Standard,2146,102093,153,2,50
2390,Yellow,Maserati,Bora,V6,Standard,62669,40355,856,1,437
2391,Dark Green,Porsche,Spyder,Inine,Standard,257,8896,132,27,375
2392,Dark Blue,Kia,Carnival,Inine,Standard,2012,88040,519,22,63
2393,Dark Blue,Chevrolet,Z24,Diesel,Automatic,73954,1003,922,15,7
2394,Black,Kia,Clarus,W,Standard,64269,88733,43,10,219
2395,Purple,Nissan,Sunny Combi,Diesel,Standard,12558,63419,411,15,33
2396,Dark Blue,Suzuki,Samurai,V8,Automatic,12207,107248,378,19,288
2397,White,Mercedes Benz,R500,V6,Standard,21713,148204,15,21,174
2398,Dark Grey,Suzuki,Grand Vitara,V8,Automatic,20885,120435,0,25,478
2399,Orange,Peugeot,604,W,Standard,50889,48105,589,1,216
2400,Purple,Renault,Magnum,Diesel,Automatic,52760,134640,990,13,83
2401,Red,Jaguar,Sovereign,V8,Automatic,44747,80979,543,7,374
2402,Dark Grey,Alfa Romeo,146,Inine,Standard,60228,147448,573,5,37
2403,Orange,Toyota,LandCruiser,V8,Automatic,55612,18898,699,14,272
2404,Dark Blue,Honda,HR-V,Inine,Standard,61097,143659,922,15,7
2405,Dark Green,Renault,Alliance,Petrol,Standard,8593,88198,,24,
2406,Pearl,Volkswagen,Bora,Petrol,Automatic,22894,128333,62,24,326
2407,Yellow,Chevrolet,Envoy,V6,Standard,64180,81728,143,16,91
2408,Black,GMC,Yukon XL,V6,Automatic,8165,25862,384,9,459
2409,Green,Ford,F-350,Inine,Standard,1119,10082,304,5,128
2410,Beige,Fiat,Multipla,Petrol,Automatic,25002,97485,429,21,463
2411,White,Subaru,Forester,Inine,Automatic,37599,102976,173,21,10
2412,Dark Blue,Pontiac,Aztek,Petrol,Standard,27567,97262,,0,
2413,Dark Blue,Fiat,Punto Grande,Diesel,Automatic,32163,39513,564,1,217
2414,Blue,Porsche,Cayenne,Electric,Automatic,13699,20272,853,19,342
2415,Orange,Volkswagen,Golf III Cabrio,Petrol,Standard,28999,41441,666,21,48
2416,Beige,Toyota,Corolla Verso,V6,Standard,69553,30450,500,14,198
2417,Pearl,Hyundai,Getz,W,Automatic,71898,29469,642,20,36
2418,Red,Peugeot,Expert,Electric,Automatic,46648,1913,278,7,362
2419,Red,Suzuki,X-90,V6,Automatic,30259,70333,26,0,78
2420,Grey,Pontiac,Astre,Inine,Automatic,39972,118659,576,14,223
2421,Beige,Maserati,Khamsin,V6,Automatic,11100,113490,771,9,355
2422,Beige,Suzuki,Forsa,Petrol,Automatic,11699,42534,997,20,208
2423,Dark Grey,Chevrolet,Cavalier,V8,Automatic,31781,82857,769,2,7
2424,Beige,Hyundai,Matrix,V6,Standard,23358,73050,644,19,145
2425,Pearl,Hyundai,H1,Electric,Automatic,35172,146422,,27,
2426,Purple,Pontiac,Parisienne,W,Standard,11648,37431,528,23,36
2427,Yellow,Toyota,LandCruiser 70,Electric,Automatic,49939,87950,350,3,354
2428,Dark Blue,Alfa Romeo,33,V8,Standard,72256,34290,823,29,167
2429,Dark Green,Renault,5,Inine,Automatic,37997,53382,170,2,234
2430,White,Fiat,130,Inine,Standard,64300,131564,765,9,271
2431,Blue,Toyota,AYGO,V6,Automatic,12874,104030,310,14,126
2432,Dark Green,Suzuki,Swift+,Inine,Automatic,74537,90489,487,4,143
2433,Dark Blue,Kia,Sephia Sedan,Diesel,Standard,40116,43463,533,1,301
2434,Dark Blue,Porsche,928,Electric,Standard,8899,2664,437,4,479
2435,Pearl,Porsche,Carrera,W,Standard,43850,46986,992,20,88
2436,Green,Chevrolet,C/K 3500,Petrol,Standard,67909,45389,651,24,70
2437,Dark Blue,Lexus,RX 350,Petrol,Standard,64261,40676,633,14,188
2438,Light Grey,Jaguar,Vanden Plas,Electric,Automatic,52717,103486,,2,
2439,Dark Green,Pontiac,Fiero,Inine,Standard,15629,132238,764,8,476
2440,Dark Blue,Chevrolet,Lumina,W,Automatic,53283,112429,,9,
2441,White,Hyundai,Trajet,W,Standard,1744,63285,493,26,499
2442,Yellow,Suzuki,Grand Vitara,V8,Automatic,38177,132173,38,7,114
2443,Yellow,Ferrari,F50,Petrol,Automatic,36375,133633,872,22,25
2444,Dark Grey,Chevrolet,Beauville,Inine,Standard,16088,127720,,23,
2445,Red,Suzuki,Forsa,Petrol,Standard,3540,38009,812,27,66
2446,Grey,Alfa Romeo,156,W,Automatic,60405,38412,48,16,33
2447,Dark Blue,Suzuki,Alto,Electric,Automatic,24910,83362,367,4,150
2448,White,Kia,Credos,V8,Automatic,30003,46015,,19,
2449,Dark Blue,Kia,Rio,Diesel,Automatic,18643,52785,819,7,364
2450,White,Volkswagen,Golf III Cabrio,Diesel,Automatic,19357,95419,967,24,36
2451,Green,Audi,S4 Cabriolet,V8,Standard,60969,143766,,2,
2452,Dark Green,Nissan,King Cab,Inine,Automatic,27603,134073,,13,
2453,Black,Subaru,Loyale,Diesel,Automatic,30154,100438,736,3,123
2454,Purple,Subaru,G3X Justy,W,Automatic,50217,118411,571,23,460
2455,White,Mazda,Millenia,V8,Standard,37322,62620,,14,
2456,Green,BMW,M Coupe,Inine,Standard,66567,8727,,16,
2457,Orange,Porsche,Spyder,V6,Automatic,4807,110671,959,26,172
2458,Dark Grey,Jaguar,XJ-S,V8,Automatic,53529,39809,132,27,375
2459,Dark Green,Toyota,Matrix,Petrol,Standard,29534,54378,147,7,1
2460,Dark Blue,Toyota,LandCruiser,Inine,Automatic,17450,147905,758,9,354
2461,Red,Chevrolet,HHR,Diesel,Standard,15710,61917,446,11,454
2462,Green,Hyundai,Tiburon,Diesel,Automatic,24469,68005,186,2,333
2463,Red,Nissan,350Z,W,Automatic,1899,30464,375,18,131
2464,Green,Porsche,Carrera,W,Automatic,9189,81964,704,16,75
2465,Purple,Mazda,B2300,Petrol,Automatic,66674,91825,636,25,151
2466,Grey,Renault,Master,W,Automatic,16745,71105,,19,
2467,Dark Blue,Toyota,Traveler,Diesel,Automatic,39895,16323,,20,
2468,Light Grey,Alfa Romeo,Spider,Diesel,Automatic,53840,62755,330,1,198
2469,Beige,Ferrari,315,W,Automatic,71004,68025,772,24,422
2470,Grey,Chevrolet,Stylemaster,V6,Automatic,17582,6034,426,8,36
2471,Dark Grey,Ferrari,Superamerica,V8,Standard,32388,61358,216,24,456
2472,White,Renault,Encore,W,Standard,32558,89032,,20,
2473,Pearl,Audi,Quattro,Petrol,Standard,15593,85073,663,13,7
2474,Light Grey,Renault,21,V8,Automatic,29767,83569,123,7,446
2475,Purple,Subaru,Leone,Petrol,Standard,29334,32135,401,18,409
2476,Green,Ferrari,330,Electric,Standard,46148,110211,212,8,450
2477,Dark Grey,Chevrolet,Avalanche,Inine,Automatic,33780,23959,,23,
2478,Blue,Mazda,E-series,Electric,Automatic,14750,42195,889,12,43
2479,Red,Renault,Mégane,V6,Standard,37401,39142,,12,
2480,Orange,Hyundai,Coupé,V8,Standard,72640,98068,897,7,65
2481,Grey,Pontiac,G6,V6,Automatic,65833,139888,636,25,151
2482,Green,Subaru,Outback,V8,Standard,21772,1029,488,6,333
2483,Red,Fiat,Dino,Inine,Standard,26175,26264,871,20,483
2484,Dark Grey,Mercedes Benz,SLK350,Petrol,Standard,60396,126635,870,12,271
2485,Black,Nissan,260Z,W,Automatic,24998,120055,414,20,42
2486,White,Porsche,550,V6,Automatic,65063,13718,514,12,329
2487,Orange,Toyota,Paseo,Inine,Automatic,7595,111656,697,18,171
2488,Green,Volkswagen,Polo,V8,Standard,49502,107802,,13,
2489,Dark Blue,Subaru,Loyale,W,Automatic,47484,106215,506,23,125
2490,Yellow,Hyundai,XG350,Petrol,Standard,55565,15794,850,25,44
2491,Light Grey,Peugeot,Expert,V6,Standard,34908,20766,220,14,386
2492,Dark Green,Maserati,Coupé,Petrol,Standard,17774,87914,,10,
2493,Green,GMC,Acadia,Electric,Automatic,51872,6711,748,20,431
2494,Beige,Fiat,Ulysse II,W,Automatic,60946,43224,,7,
2495,Light Grey,Subaru,Impreza,Petrol,Standard,25054,4197,915,26,392
2496,Red,Pontiac,GTO,Petrol,Standard,44779,121431,25,27,277
2497,Black,Nissan,350Z,Petrol,Standard,26417,77834,512,24,441
2498,Black,Ferrari,365,W,Standard,49041,43072,208,22,368
2499,Dark Green,Suzuki,SJ410,Electric,Automatic,1602,8333,224,3,482
2500,White,Jaguar,XR8,V6,Automatic,42772,81132,933,17,233
2501,Grey,GMC,Blazer Fullsize,Electric,Standard,36185,11271,554,6,417
2502,Purple,Porsche,944,Diesel,Automatic,74451,144767,90,14,458
2503,Light Grey,Kia,Amanti,V6,Automatic,44441,92673,,27,
2504,Grey,GMC,Sprint,W,Automatic,41640,141674,664,12,448
2505,Orange,Volkswagen,Golf III Cabrio,Electric,Standard,42977,24664,288,5,249
2506,Green,Jaguar,XJ-SC,Petrol,Standard,68866,66440,28,2,172
2507,White,Ford,Aspire,V8,Standard,43948,112069,2,17,282
2508,Green,Porsche,Cayman,V6,Standard,57653,117013,369,6,18
2509,Dark Blue,Mercedes Benz,Sprinter,V8,Automatic,4090,95513,427,8,312
2510,Orange,Mazda,323 F,Petrol,Automatic,52331,96278,427,8,312
2511,Grey,GMC,Envoy,Diesel,Standard,3081,125139,432,18,137
2512,Dark Grey,Audi,100,V8,Automatic,69199,72802,479,18,205
2513,White,Alfa Romeo,147,V8,Standard,4457,80542,10,10,172
2514,Light Grey,Honda,Pilot,Inine,Automatic,56931,65879,,10,
2515,Pearl,Fiat,Tipo,Electric,Automatic,19667,107693,7,9,100
2516,Green,Lexus,LS 430,V6,Automatic,53357,2755,336,26,56
2517,Purple,Volkswagen,Jetta,V6,Automatic,67854,53932,408,20,19
2518,Dark Grey,Subaru,Legacy,V8,Standard,35070,32977,915,26,392
2519,Beige,Jaguar,XKE,Electric,Standard,73196,125256,920,10,51
2520,Pearl,Chevrolet,Z28,Petrol,Standard,55663,73160,127,26,280
2521,Black,Ford,Taurus,V6,Automatic,38506,43099,649,13,129
2522,Pearl,Maserati,Spyder,Petrol,Automatic,44905,41882,557,23,64
2523,Purple,Porsche,Speedster,Inine,Standard,32604,134038,207,5,103
2524,Orange,Subaru,SVX,Electric,Standard,38545,119367,401,18,409
2525,Grey,Honda,Civic,Electric,Standard,10903,76079,488,6,333
2526,Yellow,Mazda,Van,Electric,Automatic,32736,137181,444,17,308
2527,Purple,Nissan,Terrano,Electric,Standard,48549,109967,182,12,357
2528,White,Porsche,944,Diesel,Standard,4777,4410,821,26,37
2529,Yellow,Nissan,Sunny,Diesel,Standard,17133,127293,192,10,187
2530,Black,BMW,Isetta,Electric,Standard,12001,128012,18,10,409
2531,Dark Blue,Mercedes Benz,126,Diesel,Automatic,48081,35489,631,19,401
2532,Light Grey,Kia,Spectra SX,W,Standard,12107,34700,746,26,378
2533,Pearl,Volkswagen,Colorado,V8,Automatic,8515,108592,638,16,69
2534,Beige,GMC,Cyclone,V8,Automatic,35285,121998,945,16,473
2535,Pearl,Pontiac,G6,Inine,Automatic,12459,40747,944,27,366
2536,Dark Blue,Alfa Romeo,Milano,V6,Standard,10357,19972,252,21,25
2537,Green,Fiat,Uno,W,Standard,44559,24148,797,8,220
2538,Dark Green,Toyota,Yaris,W,Automatic,19414,36605,983,20,56
2539,Pearl,Alfa Romeo,GT,Electric,Automatic,45790,1905,778,25,331
2540,Dark Green,Ferrari,GTS,W,Standard,10778,128548,912,16,230
2541,Red,Kia,Sephia,W,Automatic,40367,36612,601,9,328
2542,Light Grey,Nissan,Versa,Electric,Standard,65750,84633,,1,
2543,Beige,Suzuki,Aerio,Diesel,Automatic,24268,49394,941,28,350
2544,Orange,Hyundai,Excel,Petrol,Standard,63849,55411,892,1,209
2545,Purple,Toyota,Tarago,Inine,Automatic,24924,37824,123,7,446
2546,Beige,BMW,M Roadster,W,Standard,73275,26038,125,18,360
2547,White,Volkswagen,Golf II,V6,Standard,23946,10953,,8,
2548,Beige,Jaguar,XJ40,W,Automatic,6121,142142,657,16,155
2549,Orange,Fiat,Cinquecento,Inine,Automatic,30955,2856,,22,
2550,Beige,BMW,7 Series,Electric,Automatic,18577,57101,65,17,443
2551,Dark Green,Subaru,Leone,Electric,Standard,10282,67565,,11,
2552,Red,Honda,Concerto,Electric,Automatic,13313,135274,790,17,191
2553,Pearl,Ferrari,F550,W,Standard,49328,36065,945,16,473
2554,Red,Hyundai,Matrix,Diesel,Standard,33108,79379,676,3,194
2555,Dark Green,Fiat,Coupé,Inine,Standard,22845,82989,87,29,107
2556,Light Grey,Subaru,4x4 Turbo,Electric,Standard,59178,62327,926,18,205
2557,Red,Kia,Sorento,Electric,Automatic,23517,30229,895,8,140
2558,Grey,Lexus,GS 400,Electric,Standard,63409,99616,530,1,232
2559,Dark Grey,Renault,RX4,Petrol,Standard,35466,6491,671,27,58
2560,Dark Green,Audi,RS 6,W,Standard,56041,11981,908,22,67
2561,Black,Mazda,B2500,V6,Automatic,39616,10430,910,18,148
2562,Dark Grey,Lexus,LS 400,V6,Standard,50428,35682,782,17,180
2563,Purple,Toyota,Yaris,V8,Standard,30578,95721,279,29,311
2564,Blue,Jaguar,X300,V8,Automatic,19889,24675,,21,
2565,White,Pontiac,Sunfire,V8,Standard,41522,45032,204,23,294
2566,Grey,Suzuki,Liana,Electric,Automatic,7555,66080,582,17,411
2567,Yellow,Ford,Club Wagon,Inine,Automatic,36831,59965,538,6,185
2568,Red,Pontiac,1000,V6,Automatic,51936,83605,952,4,366
2569,Dark Green,Suzuki,X-90,V6,Automatic,73274,137660,475,24,373
2570,Green,Renault,30,Electric,Automatic,5279,89427,340,25,5
2571,Dark Green,Nissan,NX,Petrol,Standard,68938,145765,257,0,60
2572,Yellow,BMW,535,W,Standard,42819,32564,312,13,310
2573,Dark Green,Mazda,121,Diesel,Standard,41019,46007,,28,
2574,Dark Blue,Lexus,IS 220,Inine,Automatic,45140,139251,32,23,304
2575,Beige,Kia,Rondo,Diesel,Standard,71205,146732,159,22,261
2576,Dark Green,Jaguar,XJ6 Serie 3,Inine,Automatic,4390,141074,707,12,178
2577,Dark Green,Hyundai,XG350,Petrol,Automatic,46614,62466,958,16,215
2578,Light Grey,Ferrari,F355,Petrol,Automatic,1563,30854,280,7,80
2579,Dark Grey,Pontiac,Formula,Diesel,Standard,73959,5478,736,3,123
2580,Beige,Porsche,968,Inine,Standard,41127,47200,,20,
2581,Pearl,Ferrari,328,V8,Automatic,69008,110512,453,1,50
2582,Yellow,Mercedes Benz,C320,Inine,Automatic,50431,7349,704,16,75
2583,Dark Green,Toyota,Matrix,Petrol,Standard,70120,79320,786,2,307
2584,Blue,Subaru,SVX,W,Automatic,13071,16204,968,21,127
2585,Orange,Hyundai,Excel,V8,Automatic,7791,12226,958,16,215
2586,Orange,Maserati,Coupé,Electric,Standard,57341,144041,42,10,185
2587,Purple,Porsche,928,V8,Standard,50304,38385,754,5,458
2588,Yellow,BMW,2002,Inine,Automatic,70378,98135,174,28,363
2589,Grey,Pontiac,LeMans,Electric,Standard,45261,142214,,12,
2590,Blue,Nissan,Interstar,Diesel,Automatic,37208,147351,869,17,478
2591,Purple,Maserati,Quattroporte,Electric,Automatic,35618,72049,,11,
2592,Yellow,Fiat,Tipo (Digital),Electric,Standard,26160,139430,,2,
2593,Beige,Volkswagen,Polo Variant,W,Automatic,23289,105605,323,0,290
2594,Purple,Alfa Romeo,145,W,Standard,40782,114971,274,5,301
2595,Black,Volkswagen,Sharan,V8,Automatic,69353,42185,648,2,348
2596,Orange,Fiat,Cinquecento,V6,Automatic,35191,89264,824,6,441
2597,Dark Green,Audi,TT Roadster,Electric,Automatic,16191,53835,32,23,304
2598,Light Grey,GMC,Rally,Diesel,Automatic,21702,70048,843,20,425
2599,Black,Suzuki,Samurai,W,Automatic,27296,10635,993,9,157
2600,Purple,Maserati,Merak,W,Automatic,53462,62580,,2,
2601,Black,Kia,Rondo,Electric,Standard,33001,130606,,18,
2602,Dark Green,Toyota,LandCruiser Amazon,Diesel,Standard,23610,119784,531,1,378
2603,Orange,Audi,Cabriolet,W,Standard,37328,149135,647,29,62
2604,Black,Chevrolet,Metro,V6,Automatic,54070,18006,602,29,447
2605,Dark Green,Volkswagen,Multivan,Diesel,Standard,17260,15784,679,11,281
2606,Yellow,Fiat,Croma,Inine,Automatic,33395,58224,779,22,326
2607,Pearl,Ford,Anglia,Electric,Standard,52428,1810,571,23,460
2608,Yellow,BMW,3.0,W,Automatic,22517,148604,487,4,143
2609,Light Grey,Ford,Freestar,V6,Standard,73229,93929,412,13,425
2610,Beige,GMC,Caballero,Petrol,Automatic,72451,142224,470,10,301
2611,Light Grey,Peugeot,Partner,Inine,Standard,2121,149955,417,26,277
2612,Black,Renault,Alliance,Electric,Automatic,33238,9670,372,21,105
2613,Pearl,Hyundai,Veracruz,Inine,Standard,10857,55832,,19,
2614,Light Grey,Volkswagen,Taro,W,Automatic,68905,126538,244,21,203
2615,Light Grey,Audi,100,V8,Standard,4986,91928,683,17,125
2616,Dark Blue,Ferrari,575,Electric,Automatic,22606,69931,839,29,90
2617,Purple,Peugeot,806,V6,Standard,67588,102712,294,0,305
2618,Beige,Peugeot,307 SW,Electric,Standard,37129,149635,987,4,261
2619,Dark Green,Fiat,Stilo,Diesel,Automatic,49790,73778,796,13,299
2620,Dark Grey,Peugeot,605,V6,Standard,13701,43034,583,2,387
2621,Yellow,Honda,Shuttle,Electric,Automatic,62414,14113,403,18,139
2622,Yellow,Subaru,4x4 Turbo,Diesel,Standard,52830,29717,140,15,213
2623,White,Toyota,SportsVan,V8,Automatic,64176,104916,,16,
2624,Dark Green,Jaguar,XJ40,Petrol,Automatic,36662,22292,636,25,151
2625,Orange,Subaru,G3X Justy,Inine,Standard,29395,33095,471,10,196
2626,Red,Pontiac,Catalina,V8,Standard,15288,141240,,27,
2627,Yellow,Mazda,626 Cronos,V8,Standard,40645,7702,,25,
2628,Blue,Nissan,Sentra Classic,V6,Automatic,2577,49646,211,19,322
2629,Purple,Nissan,Terrano,Electric,Standard,6862,134457,987,4,261
2630,Purple,Alfa Romeo,145,Diesel,Automatic,65488,42695,558,7,366
2631,Beige,Audi,A6,Electric,Standard,12928,51529,533,1,301
2632,Dark Blue,Renault,VelSatis,Inine,Standard,70067,140073,557,23,64
2633,Blue,Renault,Clio,V6,Automatic,73605,19050,809,21,77
2634,Dark Green,Peugeot,605,V6,Standard,29200,110918,855,19,290
2635,Green,Suzuki,Sidekick,Diesel,Standard,27551,44098,35,22,66
2636,Dark Grey,Jaguar,XJ12,V6,Automatic,35018,148236,96,12,303
2637,Pearl,Mercedes Benz,380,Petrol,Automatic,17384,134611,407,7,117
2638,Yellow,Suzuki,Jimny,Diesel,Automatic,22137,60203,595,10,397
2639,Orange,Nissan,Titan,Petrol,Automatic,35976,141331,,2,
2640,Purple,Renault,Master,V8,Automatic,10093,72968,447,20,288
2641,Grey,Renault,Modus,V8,Standard,21476,149527,341,2,236
2642,Purple,Renault,VelSatis,Inine,Automatic,23551,88990,914,7,461
2643,Dark Green,Ford,Country Squire,V8,Standard,13269,108140,,1,
2644,Dark Green,BMW,740,W,Automatic,60834,31277,452,18,380
2645,Dark Grey,Chevrolet,Optra Wagon,V8,Standard,49845,80765,203,6,81
2646,Purple,Kia,Sephia,Diesel,Automatic,53882,74363,631,19,401
2647,Green,Alfa Romeo,166,Electric,Standard,10269,108414,205,5,439
2648,Black,Mazda,Miata,Diesel,Standard,20691,146177,284,8,26
2649,Dark Blue,Ford,Escape Hybrid,V6,Standard,35044,36823,747,19,352
